[ 2017-02-20T23:11:18+08:00 ] /js/Style/52.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | SQL: SHOW COLUMNS FROM `pay_tklist` [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | SQL: SELECT COUNT(*) AS tp_count FROM `pay_tklist` WHERE T=1 and wt = 0 and DATEDIFF('2017-02-14',sq_date) <= 0 and DATEDIFF('2017-02-20',sq_date) >= 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | SQL: SELECT * FROM `pay_tklist` WHERE T=1 and wt = 0 and DATEDIFF('2017-02-14',sq_date) <= 0 and DATEDIFF('2017-02-20',sq_date) >= 0 ORDER BY sq_date desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:11:36+08:00 ] /SjtAdminSjt_Tikuan_tkjl_T_1.html?sq_date=2017-02-14&sq_date_js=2017-02-20&zt=&pagepage=10 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_money` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT `Money` FROM `pay_money` WHERE UserID=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_userbasicinformation` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT `Compellation` FROM `pay_userbasicinformation` WHERE UserId=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_userapiinformation` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT `Zt` FROM `pay_userapiinformation` WHERE UserId=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_tongzhi` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT * FROM `pay_tongzhi` WHERE UserID=297 ORDER BY id desc  [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_bank` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT COUNT(*) AS tp_count FROM `pay_bank` WHERE UserID=297 and banktype = 0  LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT `BankName` FROM `pay_bank` WHERE UserID=297 and moren = 1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_order` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT * FROM `pay_order` WHERE (UserID=297 or (Username = '297' and typepay = 5) ) and Zt = 1 ORDER BY TradeDate desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT COUNT(*) AS tp_count FROM `pay_order` WHERE UserID = '297' and DATEDIFF('2017-02-20',TradeDate) = 0 and zt=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT SUM(trademoney) AS tp_sum FROM `pay_order` WHERE UserID = '297' and DATEDIFF('2017-02-20',TradeDate) = 0 and zt=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_tklist` [ RunTime:0.015625s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT SUM(tk_money) AS tp_sum FROM `pay_tklist` WHERE wt = 0 and UserID=297 and ZT = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT SUM(money) AS tp_sum FROM `pay_tklist` WHERE wt = 0 and UserID=297 and ZT = 2 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SHOW COLUMNS FROM `pay_wttklist` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT SUM(tk_money) AS tp_sum FROM `pay_wttklist` WHERE UserID=297 and ZT = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | SQL: SELECT SUM(tk_money) AS tp_sum FROM `pay_wttklist` WHERE UserID=297 and ZT = 2 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | NOTIC: [8] Undefined variable: daymoney 3a1b4ff70040b521ddf5e30e65ee8a9f.php 第 122 行.
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:02+08:00 ] /User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | SQL: SELECT `mypayurlname` FROM `pay_user` WHERE id=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | NOTIC: [8] Undefined variable: page abc711effdb1b9ecfa703a7e5118e0dd.php 第 233 行.
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:12+08:00 ] /User_Index_skym.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='phpmyadmin' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run ShowRuntime Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /phpmyadmin | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='img/body.png' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run ShowRuntime Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:20+08:00 ] /img/body.png | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | NOTIC: [2048] Declaration of IndexAction::ajaxreturn() should be compatible with that of Action::ajaxReturn() IndexAction.class.php 第 1060 行.
[ 2017-02-20T23:12:38+08:00 ] / | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 0 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 1 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 3 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:38+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='sql' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run ShowRuntime Behavior [ RunTime:0.015625s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_filter ] --END-- [ RunTime:0.015625s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_end ] --START--
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /sql | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ route_check ] --START--
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ app_begin ] --START--
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='img/body.png' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_template ] --START--
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_parse ] --START--
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_filter ] --START--
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-20T23:12:44+08:00 ] /img/body.png | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
